OBJECTID,Rijksmonumentnummer,Gchw_nr,Gemeente,Plaats,Straat,Huisnummer,Toevoeging,Postcode,PHT,Opmerking,Type_object,Functie,Status,Waardering,Datum_pl,Bouwjaar_v,Bouwjaar_t,Datum_inv,Hoofd_object,Aanvullende_informatie,X_Coordinaat,Y_Coordinaat,URL_biotoop,Biotoop,Molens_hoofdstypen
"2451",40173,24208,Zaltbommel,Zaltbommel,Gasthuisstraat,"22", ,5301CC,5301CC22, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1540","1560", , , ,145469,425017,,Biotoop,
"2452",40164,24216,Zaltbommel,Zaltbommel,Gasthuisstraat,"11", ,5301CA,5301CA11, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1300","1800", , , ,145421,425027,,Biotoop,
"5415",40172,24207,Zaltbommel,Zaltbommel,Gasthuisstraat,"12", ,5301CC,5301CC12, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1850", , , ,145449,425012,,Biotoop,
"5417",40165,24219,Zaltbommel,Zaltbommel,Gasthuisstraat,"17", ,5301CA,5301CA17, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1605","1900", , , ,145438,425031,,Biotoop,
"5418",40194,24242,Zaltbommel,Zaltbommel,Kerkstraat,"29", ,5301EG,5301EG29, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,145615,424955,,Biotoop,
"5421",40193,24245,Zaltbommel,Zaltbommel,Kerkstraat,"5", ,5301EG,5301EG5, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1500","1700", , , ,145549,425053,,Biotoop,
"5422",40208,24258,Zaltbommel,Zaltbommel,Kerkstraat,"32", ,5301EJ,5301EJ32, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1700", , , ,145626,424917,,Biotoop,
"5423",40210,24260,Zaltbommel,Zaltbommel,Kerkstraat,"40", ,5301EJ,5301EJ40, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1875", , , ,145644,424901,,Biotoop,
"5427",40248,24350,Zaltbommel,Zaltbommel,Oliestraat,"26", ,5301BB,5301BB26, ,pastorie,religieuze functie,rijksmonument,hoge kwaliteit, ,"1800","1850", , , ,145398,424882,,Biotoop,
"5428",40253,24369,Zaltbommel,Zaltbommel,Ruiterstraat,"17", ,5301ED,5301ED17, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1850","1875", , , ,145534,424897,,Biotoop,
"5429",40261,24372,Zaltbommel,Zaltbommel,Ruiterstraat,"18", ,5301ED,5301ED18, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1632","1800", , , ,145579,424910,,Biotoop,
"5430",40260,24373,Zaltbommel,Zaltbommel,Ruiterstraat,"14", ,5301ED,5301ED14, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1650", , , ,145573,424887,,Biotoop,
"5433",40267,24398,Zaltbommel,Zaltbommel,Vismarkt,"8", ,5301CW,5301CW8, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,145565,424982,,Biotoop,
"5434",40266,24399,Zaltbommel,Zaltbommel,Vismarkt,"4", ,5301CW,5301CW4, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1800", , , ,145555,424977,,Biotoop,
"5424",523388,24265,Zaltbommel,Zaltbommel,"Steigerstraat, Korte","3", ,5301CE,5301CE3, ,herenhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1890", , , , ,145478,425063,,Biotoop,
"4587",40136,24195,Zaltbommel,Zaltbommel,Gamerschestraat,"1", ,5301AN,5301AN1, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1700", , , ,145335,424975,,Biotoop,
"4589",40166,24210,Zaltbommel,Zaltbommel,Gasthuisstraat,"23", ,5301CA,5301CA23, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1575","1600", , , ,145455,425040,,Biotoop,
"4590",40167,24212,Zaltbommel,Zaltbommel,Gasthuisstraat,"25", ,5301CA,5301CA25, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1825", , , ,145461,425042,,Biotoop,
"4591",40177,24213,Zaltbommel,Zaltbommel,Gasthuisstraat,"32", ,5301CC,5301CC32, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1850", , , ,145497,425027,,Biotoop,
"4592",40179,24220,Zaltbommel,Zaltbommel,"Geeststraat, Heilige","23", ,5301CP,5301CP23, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1850", , , ,145657,425038,,Biotoop,
"4599",40204,24254,Zaltbommel,Zaltbommel,Kerkstraat,"24", ,5301EH,5301EH24, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,145599,424951,,Biotoop,
"4600",40203,24262,Zaltbommel,Zaltbommel,Kerkstraat,"18", ,5301EH,5301EH18, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,145591,424960,,Biotoop,
"4601",40220,24273,Zaltbommel,Zaltbommel,"Steigerstraat, Lange","24", ,5301CG,5301CG24, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1800", , , ,145431,425112,,Biotoop,
"4606",40228,24300,Zaltbommel,Zaltbommel,Markt,"6", ,5301AL,5301AL6, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1644", , , , ,145355,425025,,Biotoop,
"4608",40264,24312,Zaltbommel,Zaltbommel, , , ,5300AA,5300AA,a/d vismarkt,vishal,dienstverlenende functie,rijksmonument,hoge kwaliteit, ,"1776", , , , ,145558,425003,,Biotoop,
"4611",40254,24368,Zaltbommel,Zaltbommel,Ruiterstraat,"23", ,5301ED,5301ED23, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1900", , , ,145551,424913,,Biotoop,
"4615",40278,24409,Zaltbommel,Zaltbommel,Waterstraat,"38", ,5301AK,5301AK38, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1300","1850", , , ,145357,425114,,Biotoop,
"6525",0,22062,Zaltbommel,Zaltbommel,Kerkstraat,"19", ,5301EG,5301EG19, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1887", , , , ,145600,424974,,Biotoop,
"6526",0,22077,Zaltbommel,Zaltbommel,Oliestraat,"8", ,5301BB,5301BB8, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1845","1860", , , ,145363,424935,,Biotoop,
"6527",0,22079,Zaltbommel,Zaltbommel,Gasthuisstraat,"6", ,5301CC,5301CC6, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1885", , , ,145427,425006,,Biotoop,
"3827",0,21168,Zaltbommel,Zaltbommel,Boschstraat,"18", ,5301AD,5301AD18, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,145414,424947,,Biotoop,
"3868",0,21171,Zaltbommel,Zaltbommel,Boschstraat,"34", ,5301AE,5301AE34, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1900","1910", , , ,145459,424882,,Biotoop,
"8871",0,22086,Zaltbommel,Zaltbommel,Oliestraat,"8", ,5301BB,5301BB8,Bij,stoep,openbare ruimte en infrastructuur,gemeentelijk monument,middenkwaliteit, , , , , , ,145363,424935,,Biotoop,
"10872",40274,24412,Zaltbommel,Zaltbommel,Waterstraat,"33", ,5301AH,5301AH33, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1850", , , ,145321,425119,,Biotoop,
"10050",40130,24165,Zaltbommel,Zaltbommel,Boschstraat,"4", ,5301AD,5301AD4, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1875","1900", , , ,145392,424980,,Biotoop,
"10051",40131,24166,Zaltbommel,Zaltbommel,Boschstraat,"10", ,5301AD,5301AD10, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1540","1560", , , ,145400,424968,,Biotoop,
"10055",40176,24211,Zaltbommel,Zaltbommel,Gasthuisstraat,"30", ,5301CC,5301CC30, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1875", , , ,145492,425026,,Biotoop,
"10060",40205,24255,Zaltbommel,Zaltbommel,Kerkstraat,"26", ,5301EJ,5301EJ26, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1625", , , ,145605,424940,,Biotoop,
"10065",40224,24294,Zaltbommel,Zaltbommel,Markt,"9", ,5301AL,5301AL9, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,145367,424987,,Biotoop,
"10067",40247,24349,Zaltbommel,Zaltbommel,Oliestraat,"1", ,5301BA,5301BA1, ,waaggebouw,overheidsfunctie,rijksmonument,hoge kwaliteit, ,"1796","1798", , , ,145352,424974,,Biotoop,
"10068",40251,24351,Zaltbommel,Zaltbommel,"Vischmarkt, Oude","1", ,5301CZ,5301CZ1, ,klooster,religieuze functie,rijksmonument,hoge kwaliteit, ,"1300","1400", , , ,145523,425017,,Biotoop,
"10070",40257,24371,Zaltbommel,Zaltbommel,Ruiterstraat,"12", ,5301ED,5301ED12, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1700", , , ,145550,424889,,Biotoop,
"10075",40270,24402,Zaltbommel,Zaltbommel,Waalkade,"20", ,5301CJ,5301CJ20, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1850","1875", , , ,145415,425137,,Biotoop,
"10077",40271,24404,Zaltbommel,Zaltbommel,Waalkade,"22", ,5301CJ,5301CJ22, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1875", , , ,145420,425137,,Biotoop,
"7388",0,22061,Zaltbommel,Zaltbommel,Kerkstraat,"15", ,5301EG,5301EG15, ,herenhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1775","1800", , , ,145585,424998,,Biotoop,
"7391",0,22078,Zaltbommel,Zaltbommel,Stadsdijk/Stadswal, , , , , ,watertoren,nutsfunctie,gemeentelijk monument,middenkwaliteit, ,"1905", , , , ,145976,425146,,Biotoop,
"8519",40168,24204,Zaltbommel,Zaltbommel,Gasthuisstraat,"27", ,5301CA,5301CA27, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1839", , , , ,145470,425044,,Biotoop,
"8520",40174,24209,Zaltbommel,Zaltbommel,Gasthuisstraat,"24", ,5301CC,5301CC24, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1300","1600", , , ,145478,425021,,Biotoop,
"8522",40186,24235,Zaltbommel,Zaltbommel,Kerkplein,"17", ,5301EK,5301EK17, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1600", , , ,145736,424899,,Biotoop,
"8523",40206,24256,Zaltbommel,Zaltbommel,Kerkstraat,"28", ,5301EJ,5301EJ28, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1700", , , ,145611,424934,,Biotoop,
"8524",40207,24257,Zaltbommel,Zaltbommel,Kerkstraat,"30", ,5301EJ,5301EJ30, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1700", , , ,145617,424925,,Biotoop,
"8525",40213,24266,Zaltbommel,Zaltbommel,"Steigerstraat, Korte","15", ,5301CE,5301CE15, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,145456,425105,,Biotoop,
"8530",40279,24413,Zaltbommel,Zaltbommel,Waterstraat,"44", ,5301AK,5301AK44, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1850", , , ,145357,425117,,Biotoop,
"13493",40265,24400,Zaltbommel,Zaltbommel,Vismarkt,"2", ,5301CW,5301CW2, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,145551,424974,,Biotoop,
"13561",0,22060,Zaltbommel,Zaltbommel,Kerkstraat,"3", ,5301EG,5301EG3, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1900","1925", , , ,145548,425057,,Biotoop,
"13627",0,22076,Zaltbommel,Zaltbommel,Oenselsestraat,"27", ,5301EN,5301EN27, ,T-boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1875","1900", , , ,145755,425020,,Biotoop,
"12024",0,22059,Zaltbommel,Zaltbommel,Kerkstraat,"1", ,5301EG,5301EG1, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1900","1925", , , ,145544,425063,,Biotoop,
"12025",0,22063,Zaltbommel,Zaltbommel,Kerkstraat,"27", ,5301EG,5301EG27, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1900", , , ,145609,424959,,Biotoop,
"12026",0,22073,Zaltbommel,Zaltbommel,"Steigerstraat, Korte","2", ,5301CC,5301CC2, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1883", , , , ,145415,425002,,Biotoop,
"12027",0,22074,Zaltbommel,Zaltbommel,"Steigerstraat, Lange","16", ,5301CG,5301CG16, ,pakhuis,nijverheids- en industriele functie,gemeentelijk monument,middenkwaliteit, ,"1800","1855", , , ,145415,425105,,Biotoop,
"12030",0,22085,Zaltbommel,Zaltbommel,Oenselsestraat,"27", ,5301EN,5301EN27,Bij,schuur,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1875","1900", , , ,145755,425020,,Biotoop,
"13261",40138,24201,Zaltbommel,Zaltbommel,Gamerschestraat,"5", ,5301AN,5301AN5, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1900", , , ,145324,424971,,Biotoop,
"13262",40178,24214,Zaltbommel,Zaltbommel,Gasthuisstraat,"34", ,5301CC,5301CC34, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1860", , , ,145508,425037,,Biotoop,
"13263",40169,24217,Zaltbommel,Zaltbommel,Gasthuisstraat,"29", ,5301CA,5301CA29, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,145474,425046,,Biotoop,
"13264",512702,24218,Zaltbommel,Zaltbommel,Gasthuisstraat,"15", ,5301CA,5301CA15,Tegenover,pomp,nutsfunctie,rijksmonument,hoge kwaliteit, ,"1736", , , , ,145436,425031,,Biotoop,
"13269",40197,24248,Zaltbommel,Zaltbommel,Kerkstraat,"35", ,5301EG,5301EG35, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,145624,424941,,Biotoop,
"13270",40209,24259,Zaltbommel,Zaltbommel,Kerkstraat,"34", ,5301EJ,5301EJ34, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1700", , , ,145630,424913,,Biotoop,
"13272",523387,24264,Zaltbommel,Zaltbommel,"Steigerstraat, Korte","2", ,5301CE,5301CE2, ,herenhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1883", , , , ,145490,425075,,Biotoop,
"13274",40221,24291,Zaltbommel,Zaltbommel,Maasstraat,"26", ,5301CN,5301CN26, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1625", , , ,145700,424990,,Biotoop,
"13275",40230,24298,Zaltbommel,Zaltbommel,Markt,"12", ,5301AL,5301AL12, ,gemeentehuis,overheidsfunctie,rijksmonument,hoge kwaliteit, ,"1760","1763", , , ,145330,425017,,Biotoop,
"13279",40252,24352,Zaltbommel,Zaltbommel,"Vischmarkt, Oude","1", ,5301CZ,5301CZ1,Bij,kerktoren,religieuze functie,rijksmonument,hoge kwaliteit, ,"1450","1500", , , ,145523,425017,,Biotoop,
"13282",40258,24370,Zaltbommel,Zaltbommel,Ruiterstraat,"10", ,5301ED,5301ED10, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1750","1775", , , ,145541,424880,,Biotoop,
"13286",40273,24406,Zaltbommel,Zaltbommel,Waalkade,"26", ,5301CJ,5301CJ26, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , ,"1875", , , ,145433,425136,,Biotoop,
"15430",0,21169,Zaltbommel,Zaltbommel,Boschstraat,"19", ,5301AA,5301AA19, ,herenhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1900", , , ,145434,424959,,Biotoop,
"15431",0,21170,Zaltbommel,Zaltbommel,Boschstraat,"27", ,5301AA,5301AA27, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1800","1850", , , ,145445,424940,,Biotoop,
"16017",40128,24161,Zaltbommel,Zaltbommel,Bloemendaal,"5", ,5301CL,5301CL5, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1650", , , ,145549,425080,,Biotoop,
"16020",40175,24215,Zaltbommel,Zaltbommel,Gasthuisstraat,"26", ,5301CC,5301CC26, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,145483,425023,,Biotoop,
"16022",40187,24234,Zaltbommel,Zaltbommel,Kerkplein,"19", ,5301EK,5301EK19, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1600", , , ,145750,424889,,Biotoop,
"16023",40198,24249,Zaltbommel,Zaltbommel,Kerkstraat,"2", ,5301EH,5301EH2, ,gasthuis,maatschappelijke functie,rijksmonument,hoge kwaliteit, ,"1700","1800", , , ,145549,425026,,Biotoop,
"16024",40211,24261,Zaltbommel,Zaltbommel,Kerkstraat,"42", ,5301EJ,5301EJ42, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,145648,424898,,Biotoop,
"16025",40212,24268,Zaltbommel,Zaltbommel,"Steigerstraat, Korte","1", ,5301CE,5301CE1, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1850","1875", , , ,145480,425052,,Biotoop,
"16026",40216,24271,Zaltbommel,Zaltbommel,"Strikstraat, Korte","3", ,5301EC,5301EC3, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1800", , , ,145561,424954,,Biotoop,
"16027",40219,24274,Zaltbommel,Zaltbommel,"Steigerstraat, Lange","22", ,5301CG,5301CG22, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,145425,425110,,Biotoop,
"16028",40225,24295,Zaltbommel,Zaltbommel,Markt,"13", ,5301AL,5301AL13, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,145354,424981,,Biotoop,
"16029",40226,24296,Zaltbommel,Zaltbommel,Markt,"2", ,5301AL,5301AL2, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1300","1550", , , ,145366,425029,,Biotoop,
"16102",40280,24408,Zaltbommel,Zaltbommel,Waterstraat,"46", ,5301AK,5301AK46, ,muurhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1500","1900", , , ,145341,425125,,Biotoop,
"16103",40276,24410,Zaltbommel,Zaltbommel,Waterstraat,"26", ,5301AJ,5301AJ26, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1540","1560", , , ,145373,425071,,Biotoop,
"16109",40215,24269,Zaltbommel,Zaltbommel,"Strikstraat, Korte","1", ,5301EC,5301EC1, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, , , , , , ,145557,424959,,Biotoop,
"437",523208,5726,Barneveld,Terschuur,Tweelweg,"1", ,3784WD,3784WD1, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1927", , , , ,163609,462527,,Biotoop,
"438",0,5734,Barneveld,Voorthuizen,Bakkersweg,"3", ,3781GN,3781GN3, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,2-4-1991,"1873", , , , ,170233,466530,,Biotoop,
"368",0,5499,Barneveld,Barneveld,Schoutenstraat,"8", ,3771CJ,3771CJ8, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,3-9-1990, , , , , ,168377,461429,,Biotoop,
"369",0,5501,Barneveld,Barneveld,Spoorstraat,"1", ,3771HD,3771HD1, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,13-6-1991,"1901", , , , ,168780,461530,,Biotoop,
"370",0,5505,Barneveld,Barneveld,Spoorstraat,"15", ,3771HD,3771HD15, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,2-4-1991,"1895","1905", , , ,168745,461643,,Biotoop,
"371",513554,5525,Barneveld,Barneveld,Stationsweg,"6", ,3771VH,3771VH6,Bij,duiker,waterstaatsfunctie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,168972,461619,,Biotoop,
"1582",0,0,Barneveld,Barneveld,Spoorstraat,"13", ,3771HD,3771HD13, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,168746,461637,,Biotoop,
"1586",0,0,Barneveld,Kootwijkerbroek,Veluweweg,"82", ,3774BN,3774BN82, ,pastorie,religieuze functie,gemeentelijk monument,middenkwaliteit, , , , , , ,174536,462821,,Biotoop,
"1587",0,0,Barneveld,Kootwijkerbroek,Veluweweg,"158", ,3774BP,3774BP158, ,pastorie,religieuze functie,gemeentelijk monument,middenkwaliteit, , , , , , ,174941,463291,,Biotoop,
"1588",0,0,Barneveld,Voorthuizen,Brugveenseweg,"33", ,3781PG,3781PG33, ,landhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,171857,466147,,Biotoop,
"1589",0,0,Barneveld,Voorthuizen,De Ruijterlaan,"4",A,3781TK,3781TK4, ,stationsgebouw,openbare ruimte en infrastructuur,gemeentelijk monument,middenkwaliteit, , , , , , ,169373,466020,,Biotoop,
"1590",0,0,Barneveld,Voorthuizen,Koninginnelaan,"33", ,3781GK,3781GK33, ,boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,170226,466458,,Biotoop,
"2217",0,5407,Barneveld,Barneveld,Bloemendaallaan,"39", ,3771HT,3771HT39, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,3-9-1990,"1895","1905", , , ,168476,462129,,Biotoop,
"2218",0,5421,Barneveld,Barneveld,Kallenbroekerweg,"176", ,3771TB,3771TB176, ,boerderijcomplex,agrarische functie,gemeentelijk monument,middenkwaliteit,6-4-1990,"1855","1865", , , ,165925,462365,,Biotoop,
"2219",0,5487,Barneveld,Barneveld,Rulerweg,"3", ,3771SC,3771SC3, ,boerderijcomplex,agrarische functie,gemeentelijk monument,middenkwaliteit,17-9-1986,"1869", , , , ,171415,460448,,Biotoop,
"2224",0,5638,Barneveld,Kootwijkerbroek,"Muntweg, Grote","15", ,3774BS,3774BS15, ,boerderijcomplex,agrarische functie,gemeentelijk monument,middenkwaliteit,17-9-1986,"1855","1865", , , ,174375,463490,,Biotoop,
"2225",0,5663,Barneveld,Kootwijkerbroek,Wencopperweg,"82", ,3774RJ,3774RJ82, ,schaapskooi,agrarische functie,gemeentelijk monument,middenkwaliteit,17-9-1986,"1920","1930", , , ,171936,463272,,Biotoop,
"2226",0,5706,Barneveld,Terschuur,Hoevelakenseweg,"122", ,3784WJ,3784WJ122, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,5-11-1984,"1855","1865", , , ,164112,464060,,Biotoop,
"2227",0,5721,Barneveld,Terschuur,Molweg,"32", ,3784VC,3784VC32, ,boerderijcomplex,agrarische functie,gemeentelijk monument,middenkwaliteit,6-4-1990,"1871", , , , ,164483,463239,,Biotoop,
"2228",0,5775,Barneveld,Voorthuizen,Rijksweg,"90", ,3781LW,3781LW90, ,boerderijcomplex,agrarische functie,gemeentelijk monument,middenkwaliteit,30-5-1990, , , , , ,167397,465201,,Biotoop,
"2095",0,43219,Barneveld,BARNEVELD,Raadhuisplein,"46", ,3771ER,3771ER46, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,1-10-2003,"1895","1905",13-7-2004, , ,168677,461244,,Biotoop,
"2096",0,43220,Barneveld,BARNEVELD,Spoorstraat,"7", ,3771HD,3771HD7, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,20-6-2002,"1895","1905",13-7-2004, , ,168770,461594,,Biotoop,
"4039",0,5392,Barneveld,Barneveld,Amersfoortsestraat,"128", ,3772CL,3772CL128, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,3-9-1990,"1885","1895", , , ,168132,460808,,Biotoop,
"5937",0,5417,Barneveld,Barneveld,Kallenbroekerweg, , , , , ,joodse begraafplaats,religieuze functie,gemeentelijk monument,middenkwaliteit,1-7-1991,"1922", , , , ,168147,461411,,Biotoop,
"5938",0,5432,Barneveld,Barneveld,Koterweg,"12", ,3772BC,3772BC12, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,3-9-1990,"1895","1915", , , ,168501,461036,,Biotoop,
"5939",8612,5441,Barneveld,Barneveld,Langstraat,"33", ,3771BB,3771BB33, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,168533,461321,,Biotoop,
"5940",0,5445,Barneveld,Barneveld,Langstraat,"47", ,3771BB,3771BB47, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,13-6-1991,"1900", , , , ,168560,461271,,Biotoop,
"5941",513551,5526,Barneveld,Barneveld,Stationsweg,"6", ,3771VH,3771VH6,Bij,erfscheiding,territoriale functie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,168972,461619,,Biotoop,
"5942",513556,5541,Barneveld,Barneveld,Wesselseweg,"11", ,3771PA,3771PA11, ,bijgebouw kasteel,woonfunctie,rijksmonument,hoge kwaliteit, ,"1885", , , , ,169355,461651,,Biotoop,
"5943",0,5549,Barneveld,Barneveld,Wilhelminastraat,"38", ,3771AR,3771AR38, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit,12-7-1990,"1885","1895", , , ,168934,460977,,Biotoop,
"5944",0,5551,Barneveld,De Glind,Helweg,"9", ,3794MP,3794MP9, ,boerderijcomplex,agrarische functie,gemeentelijk monument,middenkwaliteit,5-11-1984,"1855", , , , ,163991,460233,,Biotoop,
"6106",0,0,Barneveld,Barneveld,Langstraat,"38", ,3771BG,3771BG38, ,pastorie,religieuze functie,gemeentelijk monument,middenkwaliteit, , , , , , ,168582,461231,,Biotoop,
"6107",0,0,Barneveld,Barneveld,Langstraat,"81;83", ,3771BC,3771BC83, ,school,maatschappelijke functie,gemeentelijk monument,middenkwaliteit, , , , , , ,168692,461177,,Biotoop,
"6109",0,0,Barneveld,Voorthuizen,Beatrixlaan,"1;3", ,3781AL,3781AL1, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,169797,466301,,Biotoop,
"6111",0,0,Barneveld,Voorthuizen,Hoofdstraat,"125", ,3781AD,3781AD125, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,169667,466331,,Biotoop,
"6113",0,0,Barneveld,Zwartebroek,Eendrachtstraat,"32", ,3785KV,3785KV32, ,kerk,religieuze functie,gemeentelijk monument,middenkwaliteit, , , , , , ,163458,465274,,Biotoop,
"6136",0,5639,Barneveld,Kootwijkerbroek,Hulstweg,"10", ,3774TM,3774TM10, ,boerderijcomplex,agrarische functie,gemeentelijk monument,middenkwaliteit,17-9-1986,"1835","1845", , , ,176333,461892,,Biotoop,
"6137",0,5680,Barneveld,Stroe,Ravenweg,"2", ,3776MP,3776MP2, ,boerderijcomplex,agrarische functie,gemeentelijk monument,middenkwaliteit,26-1-1990, , , , , ,175934,465432,,Biotoop,
