OBJECTID,Rijksmonumentnummer,Gchw_nr,Gemeente,Plaats,Straat,Huisnummer,Toevoeging,Postcode,PHT,Opmerking,Type_object,Functie,Status,Waardering,Datum_pl,Bouwjaar_v,Bouwjaar_t,Datum_inv,Hoofd_object,Aanvullende_informatie,X_Coordinaat,Y_Coordinaat,URL_biotoop,Biotoop,Molens_hoofdstypen
"13153",0,11051,Rheden,Velp,Poortstraat,"8", ,6881LK,6881LK8, ,stalhouderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1880","1890", , , ,194869,445526,,Biotoop,
"13155",42150,11064,Rheden,Velp,Reinaldstraat,"18",A,6883HN,6883HN18A,Bij,begraafplaats,religieuze functie,rijksmonument,hoge kwaliteit, ,"1800","1825", , , ,195848,445136,,Biotoop,
"13156",0,11159,Rheden,Velp,Rozendaalselaan,"8", ,6881LC,6881LC8, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870", , , , ,195092,445505,,Biotoop,
"11355",0,10493,Rheden,Velp,Boulevard,"4", ,6881HR,6881HR4, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1901","1905", , , ,195251,445522,,Biotoop,
"11356",42146,10550,Rheden,Velp,Emmastraat,"10", ,6881ST,6881ST10, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1875","1885", , , ,195245,445375,,Biotoop,
"11357",0,10610,Rheden,Velp,Frederikstraat,"8", ,6881SJ,6881SJ8, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1894", , , , ,195117,445323,,Biotoop,
"11358",0,10612,Rheden,Velp,Frederikstraat,"9", ,6881SJ,6881SJ9, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1899", , , , ,195149,445313,,Biotoop,
"11360",0,10627,Rheden,Velp,"Adalaan, Gravin","1", ,6882AK,6882AK1, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1890","1898", , , ,194703,445196,,Biotoop,
"11361",0,10631,Rheden,Velp,Havelaarstraat,"3", ,6881WG,6881WG3, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903", , , , ,195788,445472,,Biotoop,
"11362",519441,10687,Rheden,Velp,"Avelinghstraat, Hendriku","1", ,6881VP,6881VP1, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1863","1865", , , ,195532,445345,,Biotoop,
"11363",0,10755,Rheden,Velp,Hoofdstraat,"71", ,6881TD,6881TD71, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1895", , , , ,195113,445419,,Biotoop,
"11366",0,10811,Rheden,Velp,Kastanjelaan,"14", ,6883HZ,6883HZ14, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1865","1870", , , ,195702,445257,,Biotoop,
"11367",0,10839,Rheden,Velp,Kerkallee,"13", ,6882AL,6882AL13, ,winkelwoonhuis,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1860","1880", , , ,195288,445088,,Biotoop,
"11368",0,10859,Rheden,Velp,Kerkstraat,"23", ,6883HR,6883HR23, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1860","1880", , , ,195708,445087,,Biotoop,
"11369",504520,10867,Rheden,Velp,Kerkstraat,"32", ,6883HT,6883HT32, ,kerk,religieuze functie,rijksmonument,hoge kwaliteit, ,"1839","1841", , , ,195673,445062,,Biotoop,
"11370",0,10939,Rheden,Velp,Nieuwstraat,"1", ,6881SK,6881SK1, ,pastorie,religieuze functie,gemeentelijk monument,middenkwaliteit, ,"1926", , , , ,195252,445329,,Biotoop,
"11371",0,10974,Rheden,Velp,Overbeeklaan,"12", ,6881HG,6881HG12, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1903", , , , ,195478,445596,,Biotoop,
"11374",0,11324,Rheden,Velp,"Parallelweg, Zuider","43", ,6882AG,6882AG43, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1865","1875", , , ,194739,445191,,Biotoop,
"11375",0,11326,Rheden,Velp,"Parallelweg, Zuider","9", ,6882AC,6882AC9, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1870", , , , ,195193,445160,,Biotoop,
"11376",0,11349,Rheden,Velp,Zutphensestraatweg,"38", ,6881WS,6881WS38, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195768,445580,,Biotoop,
"13302",0,43060,Rheden,VELP,Biljoen,"7", ,6881WK,6881WK7, ,kwekerij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1905","1915",13-7-2004, , ,195876,445497,,Biotoop,
"13303",0,43061,Rheden,VELP,Biljoen,"9", ,6881WK,6881WK9, ,kwekerij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1905","1915",13-7-2004, , ,195886,445496,,Biotoop,
"13304",0,43083,Rheden,VELP,Hoofdstraat,"16", ,6881TH,6881TH16, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875","1900",13-7-2004, , ,195566,445521,,Biotoop,
"15688",0,10885,Rheden,Velp,Kerkstraat,"49", ,6883HS,6883HS49, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1897", , , , ,195753,444870,,Biotoop,
"15690",0,11265,Rheden,Velp,Vijverlaan,"15", ,6881HK,6881HK15, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1908", , , , ,195358,445575,,Biotoop,
"15996",0,10399,Rheden,Velp,Bergweg,"11", ,6881LL,6881LL11, ,priestergraf,religieuze functie,gemeentelijk monument,middenkwaliteit, ,"1908","1910", , , ,194856,445584,,Biotoop,
"16931",38844,22432,Westervoort,Westervoort,Dorpsstraat,"61", ,6931BD,6931BD61, ,kerk,religieuze functie,rijksmonument,hoge kwaliteit, , , , , , ,194789,441865,,Biotoop,
"16932",38847,22435,Westervoort,Westervoort,Hamersestraat,"53", ,6931EW,6931EW53, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1612","1684", , , ,195848,441604,,Biotoop,
"16040",0,0,Rheden,Velp,Hoofdstraat,"130", ,6881TJ,6881TJ130, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,195293,445481,,Biotoop,
"16044",0,10855,Rheden,Velp,Kerkstraat,"17", ,6883HP,6883HP17, ,villa,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1875", , , , ,195692,445129,,Biotoop,
"15202",0,10560,Rheden,Velp,Emmastraat,"30", ,6881SV,6881SV30, ,winkelwoonhuis,dienstverlenende functie,gemeentelijk monument,middenkwaliteit, ,"1880","1890", , , ,195311,445153,,Biotoop,
"15203",0,11053,Rheden,Velp,"Kennedylaan, President","18", ,6883AN,6883AN18, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,195498,445134,,Biotoop,
"15204",0,10870,Rheden,Velp,Kerkstraat,"36", ,6883HV,6883HV36, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1900", , , , ,195692,445032,,Biotoop,
"13738",42148,10688,Rheden,Velp,"Avelinghstraat, Hendriku","154", ,6881VW,6881VW154,Van Lennepsmolen,watermolen,nijverheids- en industriele functie,rijksmonument,hoge kwaliteit, ,"1600","1700", , , ,195427,445310,,Biotoop,Watermolen
"165",0,23739,Bronckhorst,Vorden,Bergkappeweg,"2", ,7251MH,7251MH2,Bij,hooiberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,221705,456825,,Biotoop,
"449",0,15484,Bronckhorst,Vorden,Ruurloseweg,"62", ,7251LS,7251LS62, ,rijtuigstalling,openbare ruimte en infrastructuur,gemeentelijk monument,middenkwaliteit, ,"1875","1885", , , ,221463,457497,,Biotoop,
"450",0,15486,Bronckhorst,Vorden,Ruurloseweg,"83", ,7251LC,7251LC83, ,landhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1845","1855", , , ,220937,457918,,Biotoop,
"452",0,15493,Bronckhorst,Vorden,Schutterstraat,"13", ,7251MP,7251MP13, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1845","1870", , , ,222713,455665,,Biotoop,
"767",0,23903,Bronckhorst,Vorden,Ganzensteeg,"11", ,7251LC,7251LC11,Bij,waterput,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,222663,457387,,Biotoop,
"609",21508,21561,Bronckhorst,Hengelo,Sarinkdijk,"21", ,7255MS,7255MS21, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1880", , , , ,223614,453592,,Biotoop,
"887",38130,24711,Bronckhorst,Vorden,Mosselseweg,"2", ,7251KT,7251KT2, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,220853,458029,,Biotoop,
"2067",0,23176,Bronckhorst,Vorden,"Stapelbroek, Het","2", ,7251NP,7251NP2,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1800","1900", , , ,221081,455089,,Biotoop,
"2506",0,15489,Bronckhorst,Vorden,Ruurloseweg,"92", ,7251LW,7251LW92, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,222235,457242,,Biotoop,
"2622",38136,24716,Bronckhorst,Kranenburg,Ruurloseweg,"101", ,7251LD,7251LD101, ,kerk,religieuze functie,rijksmonument,hoge kwaliteit, ,"1856", , , , ,221577,457523,,Biotoop,
"2634",38142,24779,Bronckhorst,Vorden,Wildenborchseweg,"9", ,7251KB,7251KB9, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1700","1800", , , ,221439,459064,,Biotoop,
"2621",38132,24714,Bronckhorst,Vorden,Onsteinseweg,"22", ,7251ML,7251ML22, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1834", , , , ,222888,456723,,Biotoop,
"3062",0,23971,Bronckhorst,Vorden,Geurkenweg,"1", ,7251MN,7251MN1,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1800","1900", , , ,222034,456211,,Biotoop,
"3067",0,24011,Bronckhorst,Vorden,Ruurloseweg,"50", ,7251LM,7251LM50,Bij,pomp,nutsfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,220813,457956,,Biotoop,
"3301",0,15445,Bronckhorst,Vorden,Bergkappeweg,"2", ,7251MH,7251MH2, ,T-boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1835","1880", , , ,221705,456825,,Biotoop,
"5897",522590,24720,Bronckhorst,Kranenburg,Ruurloseweg,"103", ,7251LD,7251LD103, ,pastorie,religieuze functie,rijksmonument,hoge kwaliteit, ,"1868", , , , ,221627,457495,,Biotoop,
"5898",38139,24731,Bronckhorst,Vorden,Wiersserallee,"1", ,7251LH,7251LH1, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1775","1825", , , ,224011,457013,,Biotoop,
"4026",21507,21560,Bronckhorst,Hengelo,Ruurloseweg,"92", ,7255MB,7255MB92, ,landhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1792","1830", , , ,222874,453874,,Biotoop,
"4027",21516,21569,Bronckhorst,Hengelo,Varsselseweg,"43", ,7255NR,7255NR43, ,bakoven,agrarische functie,rijksmonument,hoge kwaliteit, , , , , , ,223322,452158,,Biotoop,
"6881",0,23970,Bronckhorst,Vorden,Geurkenweg,"1", ,7251MN,7251MN1,Bij,vaaltstal,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1900","1925", , , ,222034,456211,,Biotoop,
"6060",522582,24684,Bronckhorst,Kranenburg,Eikenlaan,"2",A,7251LT,7251LT2A,Bij,graftekens,religieuze functie,rijksmonument,hoge kwaliteit, ,"1847","1887", , , ,221442,457465,,Biotoop,
"6063",38133,24698,Bronckhorst,Vorden,Lindeseweg,"17", ,7251NJ,7251NJ17,Bij,gedenkteken,maatschappelijke functie,rijksmonument,hoge kwaliteit, ,"1837", , , , ,221225,455261,,Biotoop,
"6065",522599,24712,Bronckhorst,Vorden,Onsteinseweg,"19", ,7251ML,7251ML19,Bij,paardenstal,agrarische functie,rijksmonument,hoge kwaliteit, ,"1850","1875", , , ,222632,455992,,Biotoop,
"6066",38131,24713,Bronckhorst,Vorden,Onsteinseweg,"15", ,7251ML,7251ML15, ,landgoed,woonfunctie,rijksmonument,hoge kwaliteit, ,"1700","1800", , , ,222715,456050,,Biotoop,
"6067",522591,24721,Bronckhorst,Kranenburg,Ruurloseweg,"101", ,7251LD,7251LD101, ,kerk,religieuze functie,rijksmonument,hoge kwaliteit, ,"1856","1867", , , ,221577,457523,,Biotoop,
"6157",0,15471,Bronckhorst,Vorden,Lindseweg,"30", ,7251NS,7251NS30, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1845","1855", , , ,222268,455505,,Biotoop,
"4287",0,24004,Bronckhorst,Vorden,Rommelderdijk,"4", ,7251MB,7251MB4,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,223622,456238,,Biotoop,
"6158",0,15485,Bronckhorst,Vorden,Ruurloseweg,"81", ,7251LC,7251LC81, ,koetshuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1845","1855", , , ,220894,457971,,Biotoop,
"6159",0,15487,Bronckhorst,Vorden,Ruurloseweg,"88", ,7251LW,7251LW88, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1875","1885", , , ,222324,456835,,Biotoop,
"5435",0,24426,Bronckhorst,Vorden,Schutterstraat,"13", ,7251MP,7251MP13,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,222713,455665,,Biotoop,
"10854",0,23738,Bronckhorst,Vorden,Bergkappeweg,"2", ,7251MH,7251MH2,Bij,hooiberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , ,parapluberg,221705,456825,,Biotoop,
"7974",0,15501,Bronckhorst,Vorden,Vosheuvelweg,"2", ,7251NC,7251NC2, ,krukhuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1819","1890", , , ,221912,455105,,Biotoop,
"8948",0,15483,Bronckhorst,Vorden,Ruurloseweg,"50", ,7251LM,7251LM50, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1853", , , , ,220813,457956,,Biotoop,
"8956",0,15557,Bronckhorst,Zelhem,"Ruurloseweg, Oude","1", ,7021HD,7021HD1, ,T-boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1829","1839", , , ,224107,450547,,Biotoop,
"8301",38122,24696,Bronckhorst,Vorden,Kostedeweg,"10", ,7251MZ,7251MZ10, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1784", , , , ,220653,456037,,Biotoop,
"8302",38126,24699,Bronckhorst,Vorden,Lindeseweg,"14", ,7251NM,7251NM14, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1867", , , , ,221114,455161,,Biotoop,
"11672",0,23184,Bronckhorst,Vorden,Vosheuvelweg,"2", ,7251NC,7251NC2,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,221912,455105,,Biotoop,
"14708",0,23177,Bronckhorst,Vorden,"Stapelbroek, Het","2", ,7251NP,7251NP2,Bij,pomp,nutsfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,221081,455089,,Biotoop,
"11041",522580,24682,Bronckhorst,Kranenburg,Eikenlaan,"2",A,7251LT,7251LT2A,Bij,hekwerk,territoriale functie,rijksmonument,hoge kwaliteit, ,"1850","1875", , , ,221442,457465,,Biotoop,
"11046",38128,24719,Bronckhorst,Vorden,Ruurloseweg,"111", ,7251LD,7251LD111, ,tuinkoepel,recreatiefunctie,rijksmonument,hoge kwaliteit, ,"1800","1850", , , ,223067,457158,,Biotoop,
"12927",0,24005,Bronckhorst,Vorden,Rommelderdijk,"4", ,7251MB,7251MB4,Bij,pomp,nutsfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,223622,456238,,Biotoop,
"13982",0,15480,Bronckhorst,Vorden,Rommelderdijk,"4", ,7251MB,7251MB4, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1875","1920", , , ,223622,456238,,Biotoop,
"13983",0,15488,Bronckhorst,Vorden,Ruurloseweg,"90", ,7251LW,7251LW90, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1880", , , , ,222228,457243,,Biotoop,
"13987",0,15558,Bronckhorst,Zelhem,Berkendijk,"1", ,7021HE,7021HE1, ,boswachterswoning,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1915","1925", , , ,223654,450048,,Biotoop,
"13102",522581,24683,Bronckhorst,Kranenburg,Eikenlaan,"2",A,7251LT,7251LT2A,Bij,grafkapel,religieuze functie,rijksmonument,hoge kwaliteit, ,"1865", , , , ,221442,457465,,Biotoop,
"13161",38129,24710,Bronckhorst,Vorden,Mosselseweg,"7", ,7251KN,7251KN7, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1800","1825", , , ,223658,458955,,Biotoop,
"13162",38135,24717,Bronckhorst,Vorden,Ruurloseweg,"77", ,7251LB,7251LB77, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1790","1810", , , ,220774,458040,,Biotoop,
"13163",38134,24718,Bronckhorst,Vorden,Ruurloseweg,"115", ,7251LD,7251LD115, ,landgoed,woonfunctie,rijksmonument,hoge kwaliteit, ,"1800", , , , ,223283,457900,,Biotoop,
"11443",0,15490,Bronckhorst,Vorden,Ruurloseweg,"107",A,7251LD,7251LD107A, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1865", , , , ,222043,457330,,Biotoop,
"11444",0,15494,Bronckhorst,Vorden,"Stapelbroek, Het","2", ,7251NP,7251NP2, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1850", , , , ,221081,455089,,Biotoop,
"16202",0,15452,Bronckhorst,Vorden,Ganzensteeg,"11", ,7251LC,7251LC11, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1795","1850", , , ,222663,457387,,Biotoop,
"16243",21515,21568,Bronckhorst,Hengelo,Varsselseweg,"43", ,7255NR,7255NR43, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1800","1900", , , ,223322,452158,,Biotoop,
"16528",0,15453,Bronckhorst,Vorden,Geurkenweg,"1", ,7251MN,7251MN1, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1865","1910", , , ,222034,456211,,Biotoop,
"15616",0,23185,Bronckhorst,Vorden,Vosheuvelweg,"2", ,7251NC,7251NC2,Bij,bakhuisje,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,221912,455105,,Biotoop,
"16641",0,24456,Bronckhorst,Vorden,Schutterstraat,"13", ,7251MP,7251MP13,Bij,pomp,nutsfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,222713,455665,,Biotoop,
"15875",0,24010,Bronckhorst,Vorden,Ruurloseweg,"50", ,7251LM,7251LM50,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1854", , , , ,220813,457956,,Biotoop,
"15195",0,42632,Bronckhorst,ZELHEM,Petersdijk,"2", ,7021HC,7021HC2, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1919", ,24-6-2004, ,met schuur,223921,449989,,Biotoop,
"13158",38124,24701,Bronckhorst,Vorden,Lindeseweg,"29", ,7251NJ,7251NJ29,Lindesche molen,beltmolen,nijverheids- en industriele functie,rijksmonument,hoge kwaliteit, ,"1890", , , , ,221443,455258,http://gelderland.molenbiotoop.nl/biotooprapporten/124.pdf,Biotoop,Windmolen
"454",0,15499,Bronckhorst,Vorden,Vordensebosweg,"5", ,7251ME,7251ME5, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1845","1921", , , ,218900,457280,,Biotoop,
"456",0,15512,Bronckhorst,Vorden,"Hoge, Het","22", ,7251XW,7251XW22, ,boerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1800","1850", , , ,218156,457633,,Biotoop,
"464",0,15582,Bronckhorst,Hengelo,Spalstraat,"50", ,7255AD,7255AD50, ,woonhuis,woonfunctie,gemeentelijk monument,middenkwaliteit, ,"1918","1928", , , ,218219,451534,,Biotoop,
"465",0,15587,Bronckhorst,Keijenborg,Kerkstraat,"7", ,7256AR,7256AR7, ,kerk,religieuze functie,gemeentelijk monument,middenkwaliteit, ,"1925","1935", , , ,217327,449634,,Biotoop,
"693",21511,21564,Bronckhorst,Hengelo,Meeninklaan,"7", ,7255LD,7255LD7, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1853", , , , ,217792,453058,,Biotoop,
"751",0,23820,Bronckhorst,Vorden,Deldenseweg,"1", ,7251PN,7251PN1,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1850","1900", , , ,217711,456860,,Biotoop,
"772",0,23965,Bronckhorst,Vorden,"Eldersmaat, De","1", ,7251RJ,7251RJ1,Bij,hooiberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , ,parapluberg,217162,457112,,Biotoop,
"775",0,23991,Bronckhorst,Vorden,"Leuke, De","6", ,7251LL,7251LL6,Bij,hooiberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,220057,457563,,Biotoop,
"776",0,24007,Bronckhorst,Vorden,Ruurloseweg,"48", ,7251LM,7251LM48,Bij,schuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,220609,457635,,Biotoop,
"610",21513,21566,Bronckhorst,Hengelo,Ruurloseweg,"26", ,7255DJ,7255DJ26, ,landhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1825","1850", , , ,218626,452065,,Biotoop,
"612",521451,21577,Bronckhorst,Hengelo,Meeninklaan,"7", ,7255LD,7255LD7, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1853","1863", , , ,217792,453058,,Biotoop,
"774",0,23987,Bronckhorst,Vorden,"Leuke, De","1", ,7251LL,7251LL1,Bij,pomp,nutsfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,219917,457536,,Biotoop,
"886",38127,24707,Bronckhorst,Vorden,Lindeseweg,"6", ,7251NK,7251NK6, ,landhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1776", , , , ,219508,455519,,Biotoop,
"1433",0,15442,Bronckhorst,Vorden,Baakseweg,"1", ,7251RW,7251RW1, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1845","1855", , , ,217229,457491,,Biotoop,
"2509",0,15510,Bronckhorst,Vorden,Zelstweg,"1", ,7251JR,7251JR1, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1845","1900", , , ,218770,458620,,Biotoop,
"2513",0,15577,Bronckhorst,Hengelo,Raadhuisstraat,"23", ,7255BK,7255BK23, ,postkantoor,maatschappelijke functie,gemeentelijk monument,middenkwaliteit, ,"1908","1918", , , ,218197,451934,,Biotoop,
"2514",0,15586,Bronckhorst,Keijenborg,Kerkstraat,"9", ,7256AR,7256AR9, ,pastorie,religieuze functie,gemeentelijk monument,middenkwaliteit, ,"1843","1963", , , ,217330,449632,,Biotoop,
"2504",0,15473,Bronckhorst,Vorden,Mispelkampdijk,"5", ,7251DA,7251DA5, ,hallehuisboerderij,agrarische functie,gemeentelijk monument,middenkwaliteit, ,"1875","1904", , , ,217926,458550,,Biotoop,
"2913",521447,21573,Bronckhorst,Hengelo,Meeninklaan,"5", ,7255LD,7255LD5,Bij,tuin,woonfunctie,rijksmonument,hoge kwaliteit, , , , , , ,217718,452983,,Biotoop,
"2914",521449,21575,Bronckhorst,Hengelo,Meeninklaan,"5", ,7255LD,7255LD5,Bij,stal,agrarische functie,rijksmonument,hoge kwaliteit, , , , , , ,217718,452983,,Biotoop,
"2793",0,16333,Bronckhorst,Hengelo,Ruurloseweg,"72", ,7255MA,7255MA72,Bij,hallehuisschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,219346,452332,,Biotoop,
"3063",0,23976,Bronckhorst,Vorden,Hamminkweg,"1", ,7251RB,7251RB1,Bij,hooiberg,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , ,parapluberg,217510,456173,,Biotoop,
"3064",0,23989,Bronckhorst,Vorden,"Leuke, De","6", ,7251LL,7251LL6,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,220057,457563,,Biotoop,
"3065",0,23993,Bronckhorst,Vorden,Lindseweg,"9", ,7251NS,7251NS9,Bij,pomp,nutsfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,220068,456259,,Biotoop,
"3066",0,23998,Bronckhorst,Vorden,Riethuisweg,"2", ,7251RC,7251RC2,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,217230,456210,,Biotoop,
"5893",38120,24693,Bronckhorst,Vorden,Kerkstraat,"2", ,7251BC,7251BC2, ,kerk,religieuze functie,rijksmonument,hoge kwaliteit, ,"1400","1500", , , ,218464,457705,,Biotoop,
"5896",38121,24695,Bronckhorst,Vorden,Kiefskampweg,"1", ,7251NL,7251NL1, ,boerderij,agrarische functie,rijksmonument,hoge kwaliteit, ,"1866", , , , ,219613,455403,,Biotoop,
"4083",0,23853,Bronckhorst,Vorden,Deldenseweg,"1", ,7251PN,7251PN1,Bij,pomp,nutsfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,217711,456860,,Biotoop,
"5982",0,23183,Bronckhorst,Vorden,Vordensebosweg,"5", ,7251ME,7251ME5,Bij,put,nutsfunctie,gemeentelijk monument,middenkwaliteit, , , , , , ,218900,457280,,Biotoop,
"6032",0,23179,Bronckhorst,Vorden,Strodijk,"19", ,7251RS,7251RS19,Bij,bijschuur,agrarische functie,gemeentelijk monument,middenkwaliteit, , , , , , ,217188,458124,,Biotoop,
"4141",21510,21563,Bronckhorst,Hengelo,Meeninklaan,"5", ,7255LD,7255LD5, ,woonhuis,woonfunctie,rijksmonument,hoge kwaliteit, ,"1850","1875", , , ,217718,452983,,Biotoop,
